source_id	protein_or_peptide	identifier_type	condition_or_group	NET_or_release_context	reported_metric_or_status	table_source	evidence_tier	allowed_claim	prohibited_claim
Chapman_PXD011796	ARPC3	UniProt:O15145	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=5;unique=5;Anova_p=0.062055159;q=0.060418728;max_fold=1.682822761	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	ARPC4	UniProt:P59998	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=5;unique=5;Anova_p=0.011946233;q=0.018887367;max_fold=1.521739043	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	ARPC5	UniProt:O15511	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=2;unique=2;Anova_p=0.031720975;q=0.036936161;max_fold=2.086138548	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	ASAH1	UniProt:Q13510	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=1;unique=1;Anova_p=0.000751286;q=0.005125192;max_fold=8.045394868	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	B2M	UniProt:P61769	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=3;unique=3;Anova_p=0.340156033;q=0.223740106;max_fold=1.837907143	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	BASP1	UniProt:P80723	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=4;unique=4;Anova_p=0.047090262;q=0.049464727;max_fold=5.256944662	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	BPI	UniProt:P17213	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=9;unique=9;Anova_p=0.042604143;q=0.046706367;max_fold=2.975826547	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CALM1	UniProt:P62158	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=4;unique=4;Anova_p=0.000613779;q=0.005036857;max_fold=3.005286761	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CALR	UniProt:P27797	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=2;unique=2;Anova_p=0.258252177;q=0.183905864;max_fold=1.791044414	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CAMP	UniProt:P49913	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=7;unique=7;Anova_p=0.02198669;q=0.028276263;max_fold=4.557806969	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CAP1	UniProt:Q01518; P40123	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=21;unique=21;Anova_p=0.001714849;q=0.006786246;max_fold=4.293199227	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CAPG	UniProt:P40121	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=6;unique=6;Anova_p=0.001428271;q=0.006652359;max_fold=3.022469801	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CAPZA1	UniProt:P52907	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=6;unique=5;Anova_p=0.260510788;q=0.183993652;max_fold=1.573668175	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CAPZA2	UniProt:P47755	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=2;unique=1;Anova_p=0.106181094;q=0.0928855;max_fold=1.325487438	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CAPZB	UniProt:P47756	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=7;unique=7;Anova_p=0.278497112;q=0.191211501;max_fold=1.159157133	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CAT	UniProt:P04040	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=4;unique=4;Anova_p=0.024438362;q=0.029868949;max_fold=5.174273271	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CD44	UniProt:P16070	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=1;unique=1;Anova_p=0.855084426;q=0.452020728;max_fold=3.294096075	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CDA	UniProt:P32320	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=1;unique=1;Anova_p=0.942195603;q=0.484242895;max_fold=1.122171469	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CEACAM8	UniProt:P31997; P06731	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=4;unique=3;Anova_p=0.944138225;q=0.484242895;max_fold=1.529605813	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CFL1	UniProt:P23528; Q9Y281	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=7;unique=7;Anova_p=0.088273386;q=0.079231068;max_fold=1.930532113	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CHI3L1	UniProt:P36222	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=1;unique=1;Anova_p=0.020591565;q=0.02690164;max_fold=14.34307335	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CLC	UniProt:Q05315	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=5;unique=5;Anova_p=0.040326229;q=0.04454818;max_fold=8.430896396	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CLIC1	UniProt:O00299	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=4;unique=4;Anova_p=0.000469579;q=0.005036857;max_fold=3.775394107	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CNN2	UniProt:Q99439	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=2;unique=2;Anova_p=0.233448691;q=0.170469385;max_fold=1.84149725	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	COL1A1	UniProt:P02452	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=1;unique=1;Anova_p=0.586011128;q=0.348236925;max_fold=412.5944763	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CORO1A	UniProt:P31146; Q7L014	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=18;unique=18;Anova_p=0.014877252;q=0.022294197;max_fold=2.641906045	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	COTL1	UniProt:Q14019	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=6;unique=6;Anova_p=0.047647131;q=0.049464727;max_fold=2.978500543	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CPPED1	UniProt:Q9BRF8	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=1;unique=1;Anova_p=0.007564918;q=0.013868941;max_fold=4.114059754	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CRISP3	UniProt:P54108	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=3;unique=3;Anova_p=0.002650865;q=0.008617497;max_fold=19.34517398	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	CSTA	UniProt:P01040	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=3;unique=3;Anova_p=0.001811425;q=0.006786246;max_fold=13.91405626	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	DCD	UniProt:P81605	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=2;unique=2;Anova_p=0.272584446;q=0.190182728;max_fold=20.10291776	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	EEF1A1P5	UniProt:Q5VTE0	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=3;unique=3;Anova_p=0.003618849;q=0.009744452;max_fold=8.780622339	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	EFHD2	UniProt:Q96C19	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=1;unique=1;Anova_p=0.361289937;q=0.233425705;max_fold=2.076604023	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	EIF4A2	UniProt:Q14240	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=1;unique=1;Anova_p=0.003967622;q=0.010205223;max_fold=2.901152872	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	ENO1	UniProt:P06733; P13929	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=22;unique=17;Anova_p=0.000841387;q=0.005125192;max_fold=6.080871847	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	EPX	UniProt:P11678	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=6;unique=1;Anova_p=0.162849768;q=0.129686629;max_fold=1.979120175	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	ERCC2	UniProt:P18074	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=1;unique=1;Anova_p=0.003193152;q=0.009171391;max_fold=2.944613317	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	FAM49B	UniProt:Q9NUQ9; Q9H0Q0	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=2;unique=2;Anova_p=0.000163647;q=0.003525205;max_fold=3.220856399	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	FCGR3A	UniProt:P08637	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=1;unique=1;Anova_p=0.285949695;q=0.194009445;max_fold=7.191398552	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	FKBP1A	UniProt:P62942	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=3;unique=3;Anova_p=0.000782896;q=0.005125192;max_fold=6.733895264	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	FLNA	UniProt:P21333; Q14315; O75369	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=54;unique=53;Anova_p=0.051427439;q=0.052243498;max_fold=1.916059521	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	FLOT2	UniProt:Q14254	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=1;unique=1;Anova_p=0.023709679;q=0.02945515;max_fold=3.071644457	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	FOLR3	UniProt:P41439	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=1;unique=1;Anova_p=0.233049785;q=0.170469385;max_fold=50.36314572	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	G6PD	UniProt:P11413	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=11;unique=11;Anova_p=0.016798992;q=0.024533989;max_fold=1.952044872	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	GAPDH	UniProt:P04406; O14556	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=17;unique=17;Anova_p=0.002708441;q=0.008617497;max_fold=4.252514949	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	GMFG	UniProt:O60234	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=1;unique=1;Anova_p=0.02161518;q=0.028007488;max_fold=3.421345505	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	GNAI2	UniProt:P04899; P08754; A8MTJ3	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=4;unique=4;Anova_p=0.871789986;q=0.458041666;max_fold=1.009834935	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	GPI	UniProt:P06744; Q8N196	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=8;unique=8;Anova_p=0.005424591;q=0.011833327;max_fold=2.865916038	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	GRB2	UniProt:P62993	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=1;unique=1;Anova_p=0.000862464;q=0.005125192;max_fold=7.605641545	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	GRN	UniProt:P28799	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=2;unique=2;Anova_p=0.737650495;q=0.406137652;max_fold=1.040865662	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	GSTO1	UniProt:P78417	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=2;unique=2;Anova_p=0.00311157;q=0.009137689;max_fold=5.911674973	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	GSTP1	UniProt:P09211	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=12;unique=12;Anova_p=0.151091234;q=0.123402445;max_fold=1.731337581	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	H1F0	UniProt:P07305	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=2;unique=2;Anova_p=0.000579477;q=0.005036857;max_fold=26.6998916	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	H2AFY	UniProt:O75367; Q9P0M6	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=8;unique=8;Anova_p=0.989307523;q=0.495609728;max_fold=1.000187342	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	H2AFZ	UniProt:P0C0S5	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=3;unique=1;Anova_p=0.245320723;q=0.177293052;max_fold=2.054816397	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	HIST1H1B	UniProt:P16401	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=3;unique=3;Anova_p=0.001138852;q=0.005607462;max_fold=21.8731229	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	HIST1H1E	UniProt:P10412; P22492	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=4;unique=3;Anova_p=0.001079218;q=0.005470124;max_fold=13.70280841	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	HIST1H2AG	UniProt:P0C0S8; P16104	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=4;unique=1;Anova_p=0.953092302;q=0.485897667;max_fold=1.005741979	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	HIST1H2BJ	UniProt:P06899; Q8N257; Q6DN03	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=9;unique=2;Anova_p=0.686665503;q=0.394121959;max_fold=1.383178102	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	HIST2H2BF	UniProt:Q5QNW6; Q96A08	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=9;unique=2;Anova_p=0.837455154;q=0.447699813;max_fold=1.021481901	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	HK3	UniProt:P52790; P52789	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=13;unique=13;Anova_p=0.154527901;q=0.125024249;max_fold=1.401009357	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	HMGB1P1	UniProt:B2RPK0; P23497	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=2;unique=2;Anova_p=0.001629054;q=0.006786246;max_fold=5.670735821	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	HMGB2	UniProt:P26583	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=4;unique=4;Anova_p=0.000138919;q=0.003525205;max_fold=12.96609199	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	HNRNPD	UniProt:Q14103	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=1;unique=1;Anova_p=0.003578274;q=0.009744452;max_fold=12.71199692	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	HNRNPK	UniProt:P61978	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=1;unique=1;Anova_p=0.046930656;q=0.049464727;max_fold=2.317811159	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	HSP90AA1	UniProt:P07900; Q12931; Q14568; Q58FF6; Q58FG0; Q9NQH7	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=8;unique=3;Anova_p=0.641483939;q=0.373474565;max_fold=1.101371282	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	HSP90AB1	UniProt:P08238	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=6;unique=2;Anova_p=0.562464441;q=0.335400868;max_fold=1.121341878	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
Chapman_PXD011796	HSPA1A	UniProt:P0DMV8; P17066 ;P48741	healthy_control	NET proteome (PMA/A23187-induced NETs)	peptides=21;unique=11;Anova_p=0.011706377;q=0.018679519;max_fold=2.478076313	Table_2.XLSX	Tier_2	NET/release material composition (structured supplementary table)	NETosis rate / clearance / pathogenicity / causal metabolism-to-NETosis / raw reanalysis
